,vv_list,vh_list,vv/vh_list
30,"[0.31533271074295044, 0.2921305000782013, 0.21617241203784943, 0.19027920067310333, 0.20432591438293457, 0.06771740317344666, 0.3323303759098053, 0.5668023228645325, 0.2101345658302307, 0.16212353110313416, 0.48905977606773376, 0.2404293566942215, 0.13560998439788818, 0.318874329328537, 0.2740854322910309, 0.04596101865172386, 0.3807297646999359, 0.08758632093667984]","[0.05846520513296127, 0.04416598007082939, 0.15986394882202148, 0.06391771137714386, 0.04936034604907036, 0.02119741216301918, 0.03125704824924469, 0.06220473721623421, 0.041863176971673965, 0.03461138531565666, 0.0875948816537857, 0.12684686481952667, 0.0477277897298336, 0.09102331101894379, 0.05864199250936508, 0.018032917752861977, 0.03833688050508499, 0.018341783434152603]","[5.3935107219041205, 6.614378297723925, 1.3522274010541104, 2.9769401402745577, 4.139474917372116, 3.1946070894250878, 10.632174006316667, 9.111883567552605, 5.019556111864487, 4.684109856469589, 5.583200374660217, 1.8954300292427098, 2.8413212756240696, 3.5032161075987753, 4.673876527085256, 2.5487289013132366, 9.931161839039982, 4.775234712105102]"
31,"[0.291873574256897, 0.1377667486667633, 0.30213817954063416, 0.3653073012828827, 0.3296656906604767, 0.2565769553184509, 0.08302871137857437, 0.054474323987960815, 0.03822549432516098, 0.016334764659404755, 0.1738692671060562, 0.08949203044176102, 0.03556811809539795, 0.1846233457326889, 0.33134034276008606, 0.09022805839776993, 0.08991218358278275, 0.06204265356063843]","[0.0068247755989432335, 0.015704017132520676, 0.06692662835121155, 0.026385216042399406, 0.021420903503894806, 0.017801687121391296, 0.03549980744719505, 0.022768309339880943, 0.031751006841659546, 0.04847811535000801, 0.06059076264500618, 0.0188812967389822, 0.023194221779704094, 0.11319278180599213, 0.10801282525062561, 0.01057601347565651, 0.005973429884761572, 0.009177462197840214]","[42.76676500573755, 8.772707486511138, 4.5144688591676925, 13.845151038212327, 15.389905967343347, 14.413069591035374, 2.3388496262149365, 2.3925502405461283, 1.2039143991807673, 0.33695131383448174, 2.8695672329581794, 4.739718446191058, 1.5334904716019198, 1.6310522878492897, 3.067601851828859, 8.531386481820741, 15.052019579597287, 6.760327879665828]"
32,"[0.4881468415260315, 0.3024339973926544, 0.17545491456985474, 0.4148831367492676, 0.3676237165927887, 0.4371045231819153, 0.026656562462449074, 0.11203628778457642, 0.025654515251517296, 0.05328625068068504, 0.05693985894322395, 0.1230909675359726, 0.07976659387350082, 0.1306789219379425, 0.39169830083847046, 0.1735064536333084, 0.12074333429336548, 0.17712943255901337]","[0.009384466335177422, 0.018074102699756622, 0.032857246696949005, 0.033688630908727646, 0.02287374809384346, 0.02373858541250229, 0.021057358011603355, 0.02344898320734501, 0.017845213413238525, 0.03973321616649628, 0.04228992015123367, 0.01802455261349678, 0.048058249056339264, 0.04417184740304947, 0.11885351687669754, 0.03170604631304741, 0.009470248594880104, 0.02056766115128994]","[52.016473189980566, 16.733002042570384, 5.33991530660257, 12.315226993738847, 16.071861729199323, 18.41325064600132, 1.2659025148245262, 4.777874025236322, 1.4376132499757843, 1.341100867782682, 1.3464167995494054, 6.829071998369718, 1.6597898475241886, 2.9584210220041847, 3.295639129003064, 5.472345934280317, 12.749753407597229, 8.612035722297202]"
33,"[0.36036399006843567, 0.1293552815914154, 0.35332638025283813, 0.19852271676063538, 0.3013525605201721, 0.19789449870586395, 0.08514105528593063, 0.20108924806118011, 0.15149441361427307, 0.18785282969474792, 0.14668351411819458, 0.2245718538761139, 0.4183723032474518, 0.13280023634433746, 0.1878717541694641, 0.024034440517425537, 0.03880804032087326, 0.027520421892404556]","[0.0551128126680851, 0.06866341829299927, 0.01915477216243744, 0.01624130830168724, 0.01406967081129551, 0.05504302307963371, 0.03162749484181404, 0.027277346700429916, 0.02055402845144272, 0.02299264818429947, 0.020923925563693047, 0.04173826426267624, 0.02924787998199463, 0.05062791332602501, 0.03938320279121399, 0.011003277264535427, 0.0056433598510921, 0.008561763912439346]","[6.538660841694193, 1.883903901192815, 18.44586702762835, 12.22332050306635, 21.418593552184475, 3.595269438954312, 2.6919949149234372, 7.372023762780812, 7.370546069456251, 8.170125867581588, 7.010324791669022, 5.3804789883640085, 14.304363376251787, 2.623063595158527, 4.770352354668739, 2.184298363078675, 6.876761600336925, 3.2143401959986617]"
34,"[0.053520116955041885, 0.10166248679161072, 0.1837114542722702, 0.05834903195500374, 0.158652663230896, 0.13677288591861725, 0.11300510913133621, 0.16779424250125885, 0.010706780478358269, 0.05765152350068092, 0.058560244739055634, 0.037775181233882904, 0.11469713598489761, 0.09425752609968185, 0.03478364273905754, 0.2630290687084198, 0.11637252569198608, 0.08603260666131973]","[0.016580855473876, 0.016596172004938126, 0.009189222939312458, 0.00906441081315279, 0.011387087404727936, 0.010418298654258251, 0.018036022782325745, 0.015982789918780327, 0.014696331694722176, 0.03827974945306778, 0.012635644525289536, 0.015162063762545586, 0.04317353293299675, 0.03856845945119858, 0.03112422116100788, 0.04341478645801544, 0.012478057295084, 0.019230570644140244]","[3.2278260334254534, 6.125658782119241, 19.99205542030473, 6.43715660706123, 13.93268160609913, 13.128140251836065, 6.265522642945132, 10.498432586171633, 0.7285342152561339, 1.506058015645154, 4.634527714185896, 2.491427408925549, 2.656653931076293, 2.44390176431464, 1.117574719673119, 6.058513473578496, 9.326173372984396, 4.47374174450381]"
35,"[0.33357128500938416, 0.4808397591114044, 0.020931748673319817, 0.030372710898518562, 0.15009070932865143, 0.09671858698129654, 0.6228939890861511, 0.3041723668575287, 0.19144417345523834, 0.2228143960237503, 0.04081706702709198, 0.10050785541534424, 0.07668071985244751, 0.06405697762966156, 0.07072701305150986, 0.12051229178905487, 0.3045879900455475, 0.2141842097043991]","[0.05515984073281288, 0.04448770731687546, 0.0028353638481348753, 0.006427470128983259, 0.005826149135828018, 0.004236623644828796, 0.018820276483893394, 0.02735271491110325, 0.024339526891708374, 0.03393983840942383, 0.039560798555612564, 0.03301544487476349, 0.027724502608180046, 0.02158943936228752, 0.08298002928495407, 0.039704330265522, 0.0884278267621994, 0.030345376580953598]","[6.047357653281854, 10.808373551068751, 7.382385398998752, 4.725453450426712, 25.761563226328292, 22.829166593391133, 33.09696271567694, 11.12037206712729, 7.8655667510306735, 6.564981050760779, 1.031755387083843, 3.0442677903204913, 2.7658104794934375, 2.967051462279119, 0.8523377692315911, 3.035243032261999, 3.444481236258889, 7.058215578014369]"
36,"[0.02334018051624298, 0.025538703426718712, 0.37133967876434326, 0.4388887882232666, 0.16863830387592316, 0.271621435880661, 0.020971640944480896, 0.13771656155586243, 0.020601410418748856, 0.07818207889795303, 0.07035420835018158, 0.12266851216554642, 0.1833133101463318, 0.07145494222640991, 0.08164769411087036, 0.382307767868042, 0.09430768340826035, 0.0721765011548996]","[0.005049238447099924, 0.0064375861547887325, 0.03909357637166977, 0.023178083822131157, 0.01592855527997017, 0.04851851984858513, 0.020783504471182823, 0.028815440833568573, 0.01603756472468376, 0.04526698216795921, 0.028290828689932823, 0.024808406829833984, 0.07000115513801575, 0.02378188818693161, 0.055193472653627396, 0.04403240233659744, 0.007066043093800545, 0.011802763678133488]","[4.62251501108026, 3.9671241382488085, 9.498739005967352, 18.93550785264664, 10.58716882428015, 5.5983042501776135, 1.0090522016418806, 4.7792626998587995, 1.284572238517035, 1.7271325622694529, 2.486820344545681, 4.944634817018087, 2.6187183595028882, 3.0045949953492395, 1.4792998190793192, 8.682419027369026, 13.346604621050503, 6.1152203944079755]"
37,"[0.067927785217762, 0.03254009783267975, 0.6897258162498474, 0.4688965380191803, 0.18092083930969238, 0.10797114670276642, 0.05227553844451904, 0.16724565625190735, 0.027983492240309715, 0.07825072854757309, 0.018186502158641815, 0.10869169980287552, 0.07067427039146423, 0.08992830663919449, 0.04288000985980034, 0.2322774976491928, 0.4036901891231537, 0.24630406498908997]","[0.006047897040843964, 0.002216220833361149, 0.015998290851712227, 0.015318777412176132, 0.0570911169052124, 0.05125868692994118, 0.012224329635500908, 0.05645470321178436, 0.018028249964118004, 0.03483648598194122, 0.012618297711014748, 0.011011945083737373, 0.027216743677854538, 0.018532171845436096, 0.053643662482500076, 0.039132922887802124, 0.06613043695688248, 0.02879217080771923]","[11.231637172229853, 14.682696481708017, 43.11246886576194, 30.609266353493577, 3.1689840577137907, 2.106397045447889, 4.276352160261178, 2.9624751657005692, 1.55220236551001, 2.2462290998046486, 1.4412801611715405, 9.870345245672652, 2.596720284688936, 4.85255087149114, 0.7993490353830499, 5.93560308068873, 6.104453678211178, 8.554550007151786]"
38,"[0.19083914160728455, 0.1615665704011917, 0.09273657202720642, 0.2196258157491684, 0.3799218535423279, 0.2829172909259796, 0.1705961525440216, 0.5515598654747009, 0.1187710165977478, 0.2923859655857086, 0.0443054735660553, 0.2084759622812271, 0.2600637972354889, 0.2039540708065033, 0.4395812749862671, 0.338984876871109, 0.08215764164924622, 0.3073959946632385]","[0.015417754650115967, 0.04434345290064812, 0.040795572102069855, 0.05931210145354271, 0.09670887887477875, 0.06431672722101212, 0.05101853609085083, 0.048680465668439865, 0.04289320483803749, 0.027530644088983536, 0.011619620956480503, 0.028420187532901764, 0.09056851267814636, 0.04979358986020088, 0.10153607279062271, 0.08659875392913818, 0.02195332571864128, 0.06078075245022774]","[12.37788160066804, 3.6435270560274815, 2.273201900323423, 3.702883734800635, 3.928510576927077, 4.398813545872577, 3.3438072829105474, 11.330209312937692, 2.768993761278062, 10.620382314364656, 3.8129878532178125, 7.335488621947923, 2.8714592913729136, 4.095990495546096, 4.329311375797708, 3.9144313456114244, 3.7423779295309, 5.057456222098592]"
39,"[0.17508986592292786, 0.05971668288111687, 0.2572970390319824, 0.129868283867836, 0.20665808022022247, 0.1812414824962616, 0.11118721961975098, 0.19906382262706757, 0.019984198734164238, 0.03912680223584175, 0.029999980702996254, 0.03459249809384346, 0.04525694623589516, 0.08412300795316696, 0.045205697417259216, 0.26161715388298035, 0.14469914138317108, 0.08945104479789734]","[0.01330635603517294, 0.007086173631250858, 0.012981937266886234, 0.005346345715224743, 0.038576699793338776, 0.04308442026376724, 0.020154187455773354, 0.03018648736178875, 0.017759112641215324, 0.03901448845863342, 0.019183993339538574, 0.02603139914572239, 0.05586734786629677, 0.018395161256194115, 0.03548669442534447, 0.0409613735973835, 0.010743946768343449, 0.008039201609790325]","[13.158363225823024, 8.427211353918747, 19.819618115724886, 24.29103742730501, 5.357069975589439, 4.206659423213371, 5.516829684339388, 6.594467923387815, 1.1252926392158207, 1.0028787709808733, 1.563802706351327, 1.3288758664179552, 0.8100786589011759, 4.573105219441369, 1.2738773827571124, 6.386923359906362, 13.467968941313124, 11.126856762612073]"
40,"[0.10188668966293335, 0.043000638484954834, 0.06054460629820824, 0.0456557534635067, 0.5770672559738159, 0.4001637101173401, 0.074992336332798, 0.1808038055896759, 0.03293192386627197, 0.05249979346990585, 0.04220220446586609, 0.05048837512731552, 0.09533222764730453, 0.09711013734340668, 0.1202918067574501, 0.03475203365087509, 0.09465735405683517, 0.1695331633090973]","[0.004801387898623943, 0.007981382310390472, 0.0020812456496059895, 0.006096104625612497, 0.009781886823475361, 0.015640320256352425, 0.018933158367872238, 0.04036952927708626, 0.026704587042331696, 0.030622590333223343, 0.01748383417725563, 0.028200559318065643, 0.0326019786298275, 0.031539689749479294, 0.04142773896455765, 0.043283700942993164, 0.17357701063156128, 0.03970351815223694]","[21.22025793669652, 5.387617935426416, 29.090562332067925, 7.489332330630645, 58.99345048533207, 25.585391063511683, 3.960899437679285, 4.478719688522604, 1.2331935264180944, 1.7144138656665924, 2.4137843014300655, 1.790332402909896, 2.9241239843058247, 3.078982010119802, 2.9036536814225467, 0.802889607259908, 0.5453334730931456, 4.269978359576319]"
41,"[0.06324950605630875, 0.14751970767974854, 0.02082034945487976, 0.015513499267399311, 0.9605581760406494, 0.1149207130074501, 0.3394116461277008, 0.12035048007965088, 0.1527973711490631, 0.11586747318506241, 0.026693567633628845, 0.05354943126440048, 0.07049722969532013, 0.08293867111206055, 0.015481092967092991, 0.0702051967382431, 0.31316420435905457, 0.2778017520904541]","[0.007473267614841461, 0.005773811601102352, 0.0032383683137595654, 0.006165007594972849, 0.020188571885228157, 0.021368831396102905, 0.03849291056394577, 0.012525556609034538, 0.009868647903203964, 0.0319431833922863, 0.015845423564314842, 0.025491321459412575, 0.040401168167591095, 0.03254314512014389, 0.035366371273994446, 0.03259015083312988, 0.06957287341356277, 0.03787311539053917]","[8.463433843945188, 25.549795849172437, 6.429271607684579, 2.5163795872773185, 47.579302860123725, 5.377959649604822, 8.817510579353522, 9.608393769331055, 15.483111024708439, 3.6272988750721162, 1.6846231673948362, 2.1006926357137736, 1.7449304783189763, 2.548575769362941, 0.43773484271700014, 2.1541844681146802, 4.501240052247221, 7.335064708192712]"
42,"[0.17180591821670532, 0.11912935972213745, 0.041479382663965225, 0.03247043490409851, 0.12854430079460144, 0.5090571641921997, 0.12308763712644577, 0.14687345921993256, 0.029882369562983513, 0.07582241296768188, 0.16660137474536896, 0.11628378182649612, 0.04574844613671303, 0.11000246554613113, 0.03880299627780914, 0.31668031215667725, 0.04399268329143524, 0.06270833313465118]","[0.003590862499549985, 0.009237721562385559, 0.011681130155920982, 0.009447545744478703, 0.03605988249182701, 0.014121565036475658, 0.05501030385494232, 0.03922680392861366, 0.04006551206111908, 0.04751967638731003, 0.022082332521677017, 0.03313453868031502, 0.01996343955397606, 0.015944169834256172, 0.017312342301011086, 0.023409349843859673, 0.0042877416126430035, 0.010052659548819065]","[47.845306869376486, 12.895967790067637, 3.5509734169805456, 3.4369174579625352, 3.5647454154554183, 36.04821157409377, 2.2375378520180114, 3.744211725411484, 0.7458377049418112, 1.5956003645666663, 7.544555113542716, 3.5094432111583753, 2.2916114236237135, 6.8992281623713, 2.2413487212266445, 13.5279413682539, 10.260105963875409, 6.237984369222754]"
43,"[0.10930214077234268, 0.42762070894241333, 0.21893419325351715, 0.45271918177604675, 0.1736994832754135, 0.3730931580066681, 0.176786869764328, 0.22917155921459198, 0.20393751561641693, 0.04918040707707405, 0.11151617765426636, 0.05627483129501343, 0.14935550093650818, 0.09328721463680267, 0.5359889268875122, 0.13829933106899261, 0.1369883418083191, 0.05574160814285278]","[0.014552108943462372, 0.015340353362262249, 0.07439223676919937, 0.03144599497318268, 0.035405538976192474, 0.028941703960299492, 0.023645371198654175, 0.01548689603805542, 0.050064630806446075, 0.040195219218730927, 0.022110655903816223, 0.04805103689432144, 0.05413367971777916, 0.014655772596597672, 0.07499910145998001, 0.014718343503773212, 0.02785838395357132, 0.02344747819006443]","[7.511085932424067, 27.87554490070442, 2.9429709706505625, 14.396719905416516, 4.905997431424873, 12.891195297915253, 7.476595240525985, 14.797772171483333, 4.07348486009726, 1.2235387201012213, 5.043549053423559, 1.171147074698483, 2.759012535544582, 6.365219849171189, 7.146604645303907, 9.396392402007606, 4.917311141831607, 2.377296513126626]"
44,"[0.08169431984424591, 0.031349074095487595, 0.15965571999549866, 0.16138620674610138, 0.09188271313905716, 0.17104527354240417, 0.05084828659892082, 0.05283579230308533, 0.08536966890096664, 0.11478359997272491, 0.150995135307312, 0.17606838047504425, 0.09039624035358429, 0.16512173414230347, 0.4736427366733551, 0.01812000386416912, 0.06734071671962738, 0.0765710324048996]","[0.002293804893270135, 0.007265560328960419, 0.030382193624973297, 0.028480324894189835, 0.02743777260184288, 0.03299739211797714, 0.026385260745882988, 0.017743946984410286, 0.01207323744893074, 0.02004421129822731, 0.03573961928486824, 0.017980271950364113, 0.03108241781592369, 0.041669540107250214, 0.10794137418270111, 0.007110117468982935, 0.00689055398106575, 0.007416630629450083]","[35.61519991692903, 4.314749678772969, 5.254910885179344, 5.666585874482955, 3.348767207615307, 5.183599750272927, 1.9271473982630591, 2.977679788465695, 7.070984005911965, 5.726521151913633, 4.224866921602651, 9.792309090824332, 2.908275697499755, 3.962648344985536, 4.387962820184867, 2.548481645094549, 9.772903151861225, 10.324234309424828]"
